[bonsai2-run +0.002s] staging Ternary-Bonsai-2-27B-PQ2_0.gguf Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf -> /dev/shm/models (8 streams/file)
[bonsai2-run +3.036s] staged 7.8G
[bonsai2-run +3.037s] exec llama-server -m /dev/shm/models/Ternary-Bonsai-2-27B-PQ2_0.gguf -ngl 999 -fa on -c 8192 -np 1 --host 0.0.0.0 --port 8080 --no-warmup --metrics --jinja -md /dev/shm/models/Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf --spec-type draft-dflash --spec-draft-n-max 3 -ngld 999
0.00.126.521 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.126.866 W srv  llama_server: -----------------
0.00.126.871 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.126.871 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.126.871 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.126.871 W srv  llama_server: -----------------
0.00.128.150 I srv    load_model: loading model '/dev/shm/models/Ternary-Bonsai-2-27B-PQ2_0.gguf'
0.01.058.077 E llama_init_from_model: failed to initialize the context: dflash requires ctx_other to be set (this warning is normal during memory fitting)
0.01.103.951 W operator(): failed to measure the memory of the extra model, fitting without it: failed to create llama_context from model
0.02.810.587 I cmn          init: llama threadpool init, n_threads = 24
0.02.810.624 I common_speculative_init_result: loading draft model '/dev/shm/models/Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf'
0.03.546.839 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.03.546.855 I common_speculative_impl_draft_dflash: adding speculative implementation 'draft-dflash'
0.03.546.857 I common_speculative_impl_draft_dflash: - n_max=3, n_min=0, p_min=0.00
0.03.546.858 I common_speculative_impl_draft_dflash: - block_size=8, mask_token_id=248070, n_extract=5, sample_from_anchor=true, lineage=dflash
0.03.599.603 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.03.599.618 I srv  llama_server: model loaded
0.03.599.621 I srv  llama_server: listening on http://0.0.0.0:8080
0.03.599.621 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.03.599.621 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.04.145.883 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
61.57.083.340 I slot print_timing: id  0 | task 57175 | prompt eval time =     547.00 ms /   305 tokens (    1.79 ms per token,   557.59 tokens per second)
61.57.083.347 I slot print_timing: id  0 | task 57175 |        eval time =   36985.26 ms /  2048 tokens (   18.07 ms per token,    55.35 tokens per second)
61.57.083.348 I slot print_timing: id  0 | task 57175 |       total time =   37532.26 ms /  2353 tokens
61.57.083.348 I slot print_timing: id  0 | task 57175 |    graphs reused =      55016
61.57.083.351 I slot print_timing: id  0 | task 57175 | draft acceptance = 0.81152 ( 1451 accepted /  1788 generated), mean len =  3.43
61.57.083.398 I slot      release: id  0 | task 57175 | stop processing: n_tokens = 2352, truncated = 0
61.57.088.145 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6417686618
61.57.088.394 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 350.387 MiB)
61.57.355.338 I slot launch_slot_: id  0 | task 57774 | processing task, is_child = 0
62.00.743.446 I slot print_timing: id  0 | task 57774 | n_gen =    190, tg =  62.70 t/s, tg_3s =  63.03 t/s
62.03.762.572 I slot print_timing: id  0 | task 57774 | n_gen =    377, tg =  62.32 t/s, tg_3s =  61.94 t/s
62.06.788.475 I slot print_timing: id  0 | task 57774 | n_gen =    560, tg =  61.70 t/s, tg_3s =  60.48 t/s
62.09.819.834 I slot print_timing: id  0 | task 57774 | n_gen =    751, tg =  62.03 t/s, tg_3s =  63.01 t/s
62.12.859.055 I slot print_timing: id  0 | task 57774 | n_gen =    938, tg =  61.93 t/s, tg_3s =  61.53 t/s
62.15.894.918 I slot print_timing: id  0 | task 57774 | n_gen =   1130, tg =  62.15 t/s, tg_3s =  63.24 t/s
62.18.926.062 I slot print_timing: id  0 | task 57774 | n_gen =   1323, tg =  62.37 t/s, tg_3s =  63.67 t/s
62.21.974.755 I slot print_timing: id  0 | task 57774 | n_gen =   1506, tg =  62.07 t/s, tg_3s =  60.03 t/s
62.25.029.892 I slot print_timing: id  0 | task 57774 | n_gen =   1687, tg =  61.76 t/s, tg_3s =  59.24 t/s
62.25.403.106 I slot print_timing: id  0 | task 57774 | prompt eval time =     373.60 ms /   168 tokens (    2.22 ms per token,   449.68 tokens per second)
62.25.403.113 I slot print_timing: id  0 | task 57774 |        eval time =   27674.13 ms /  1709 tokens (   16.20 ms per token,    61.72 tokens per second)
62.25.403.114 I slot print_timing: id  0 | task 57774 |       total time =   28047.74 ms /  1877 tokens
62.25.403.115 I slot print_timing: id  0 | task 57774 |    graphs reused =      55455
62.25.403.118 I slot print_timing: id  0 | task 57774 | draft acceptance = 0.94109 ( 1262 accepted /  1341 generated), mean len =  3.82
62.25.403.153 I slot      release: id  0 | task 57774 | stop processing: n_tokens = 1877, truncated = 0
62.25.405.769 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6446006373
62.25.405.997 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 437.181 MiB)
62.25.656.434 I slot launch_slot_: id  0 | task 58224 | processing task, is_child = 0
62.28.925.708 I slot print_timing: id  0 | task 58224 | n_gen =    179, tg =  59.14 t/s, tg_3s =  59.47 t/s
62.31.984.522 I slot print_timing: id  0 | task 58224 | n_gen =    364, tg =  59.82 t/s, tg_3s =  60.48 t/s
62.33.771.193 I slot print_timing: id  0 | task 58224 | prompt eval time =     259.57 ms /    85 tokens (    3.05 ms per token,   327.46 tokens per second)
62.33.771.200 I slot print_timing: id  0 | task 58224 |        eval time =    7855.15 ms /   472 tokens (   16.68 ms per token,    59.96 tokens per second)
62.33.771.201 I slot print_timing: id  0 | task 58224 |       total time =    8114.73 ms /   557 tokens
62.33.771.202 I slot print_timing: id  0 | task 58224 |    graphs reused =      55580
62.33.771.205 I slot print_timing: id  0 | task 58224 | draft acceptance = 0.89583 (  344 accepted /   384 generated), mean len =  3.69
62.33.771.237 I slot      release: id  0 | task 58224 | stop processing: n_tokens = 557, truncated = 0
62.33.774.040 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6454374457
62.33.774.139 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 391.697 MiB)
62.33.978.239 I slot launch_slot_: id  0 | task 58355 | processing task, is_child = 0
62.37.230.362 I slot print_timing: id  0 | task 58355 | n_gen =    170, tg =  56.26 t/s, tg_3s =  56.59 t/s
62.40.238.102 I slot print_timing: id  0 | task 58355 | n_gen =    348, tg =  57.72 t/s, tg_3s =  59.18 t/s
62.42.085.111 I slot print_timing: id  0 | task 58355 | prompt eval time =     248.03 ms /    77 tokens (    3.22 ms per token,   310.45 tokens per second)
62.42.085.119 I slot print_timing: id  0 | task 58355 |        eval time =    7858.81 ms /   465 tokens (   16.94 ms per token,    59.04 tokens per second)
62.42.085.119 I slot print_timing: id  0 | task 58355 |       total time =    8106.84 ms /   542 tokens
62.42.085.120 I slot print_timing: id  0 | task 58355 |    graphs reused =      55705
62.42.085.123 I slot print_timing: id  0 | task 58355 | draft acceptance = 0.87760 (  337 accepted /   384 generated), mean len =  3.63
62.42.085.155 I slot      release: id  0 | task 58355 | stop processing: n_tokens = 542, truncated = 0
62.42.087.641 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6462688375
62.42.087.716 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 356.000 MiB)
62.42.288.289 I slot launch_slot_: id  0 | task 58486 | processing task, is_child = 0
62.45.590.692 I slot print_timing: id  0 | task 58486 | n_gen =    173, tg =  57.21 t/s, tg_3s =  57.54 t/s
62.48.600.857 I slot print_timing: id  0 | task 58486 | n_gen =    353, tg =  58.51 t/s, tg_3s =  59.80 t/s
62.51.625.694 I slot print_timing: id  0 | task 58486 | n_gen =    538, tg =  59.39 t/s, tg_3s =  61.16 t/s
62.54.654.922 I slot print_timing: id  0 | task 58486 | n_gen =    727, tg =  60.15 t/s, tg_3s =  62.39 t/s
62.57.678.006 I slot print_timing: id  0 | task 58486 | n_gen =    898, tg =  59.43 t/s, tg_3s =  56.56 t/s
63.00.719.271 I slot print_timing: id  0 | task 58486 | n_gen =   1088, tg =  59.94 t/s, tg_3s =  62.47 t/s
63.03.759.900 I slot print_timing: id  0 | task 58486 | n_gen =   1281, tg =  60.45 t/s, tg_3s =  63.47 t/s
63.06.799.192 I slot print_timing: id  0 | task 58486 | n_gen =   1445, tg =  59.63 t/s, tg_3s =  53.96 t/s
63.09.828.929 I slot print_timing: id  0 | task 58486 | n_gen =   1622, tg =  59.50 t/s, tg_3s =  58.42 t/s
63.12.885.870 I slot print_timing: id  0 | task 58486 | n_gen =   1809, tg =  59.67 t/s, tg_3s =  61.17 t/s
63.15.937.884 I slot print_timing: id  0 | task 58486 | n_gen =   1994, tg =  59.75 t/s, tg_3s =  60.62 t/s
63.16.804.903 I slot print_timing: id  0 | task 58486 | prompt eval time =     296.02 ms /   120 tokens (    2.47 ms per token,   405.38 tokens per second)
63.16.804.911 I slot print_timing: id  0 | task 58486 |        eval time =   34220.56 ms /  2048 tokens (   16.72 ms per token,    59.82 tokens per second)
63.16.804.912 I slot print_timing: id  0 | task 58486 |       total time =   34516.58 ms /  2168 tokens
63.16.804.913 I slot print_timing: id  0 | task 58486 |    graphs reused =      56248
63.16.804.915 I slot print_timing: id  0 | task 58486 | draft acceptance = 0.90163 ( 1494 accepted /  1657 generated), mean len =  3.70
63.16.804.951 I slot      release: id  0 | task 58486 | stop processing: n_tokens = 2167, truncated = 0
63.16.807.659 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6497408171
63.16.807.866 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 351.790 MiB)
63.17.072.096 I slot launch_slot_: id  0 | task 59042 | processing task, is_child = 0
63.20.375.586 I slot print_timing: id  0 | task 59042 | n_gen =    171, tg =  56.53 t/s, tg_3s =  56.86 t/s
63.23.380.100 I slot print_timing: id  0 | task 59042 | n_gen =    358, tg =  59.38 t/s, tg_3s =  62.24 t/s
63.26.397.559 I slot print_timing: id  0 | task 59042 | n_gen =    537, tg =  59.36 t/s, tg_3s =  59.32 t/s
63.29.429.307 I slot print_timing: id  0 | task 59042 | n_gen =    714, tg =  59.12 t/s, tg_3s =  58.38 t/s
63.32.451.890 I slot print_timing: id  0 | task 59042 | n_gen =    852, tg =  56.42 t/s, tg_3s =  45.66 t/s
63.35.498.646 I slot print_timing: id  0 | task 59042 | n_gen =   1036, tg =  57.09 t/s, tg_3s =  60.39 t/s
63.38.540.524 I slot print_timing: id  0 | task 59042 | n_gen =   1230, tg =  58.05 t/s, tg_3s =  63.78 t/s
63.41.582.129 I slot print_timing: id  0 | task 59042 | n_gen =   1422, tg =  58.69 t/s, tg_3s =  63.12 t/s
63.44.619.205 I slot print_timing: id  0 | task 59042 | n_gen =   1585, tg =  58.13 t/s, tg_3s =  53.67 t/s
63.47.664.189 I slot print_timing: id  0 | task 59042 | n_gen =   1765, tg =  58.23 t/s, tg_3s =  59.11 t/s
63.50.712.676 I slot print_timing: id  0 | task 59042 | n_gen =   1939, tg =  58.12 t/s, tg_3s =  57.08 t/s
63.52.437.112 I slot print_timing: id  0 | task 59042 | prompt eval time =     296.16 ms /   121 tokens (    2.45 ms per token,   408.57 tokens per second)
63.52.437.121 I slot print_timing: id  0 | task 59042 |        eval time =   35068.84 ms /  2048 tokens (   17.13 ms per token,    58.37 tokens per second)
63.52.437.121 I slot print_timing: id  0 | task 59042 |       total time =   35365.00 ms /  2169 tokens
63.52.437.122 I slot print_timing: id  0 | task 59042 |    graphs reused =      56805
63.52.437.125 I slot print_timing: id  0 | task 59042 | draft acceptance = 0.87161 ( 1480 accepted /  1698 generated), mean len =  3.61
63.52.437.158 I slot      release: id  0 | task 59042 | stop processing: n_tokens = 2168, truncated = 0
63.52.439.780 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6533040378
63.52.439.982 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 440.934 MiB)
63.52.468.292 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 384.110 MiB)
63.52.740.066 I slot launch_slot_: id  0 | task 59612 | processing task, is_child = 0
63.56.051.361 I slot print_timing: id  0 | task 59612 | n_gen =    173, tg =  56.19 t/s, tg_3s =  56.52 t/s
63.59.068.293 I slot print_timing: id  0 | task 59612 | n_gen =    343, tg =  56.27 t/s, tg_3s =  56.35 t/s
64.02.091.429 I slot print_timing: id  0 | task 59612 | n_gen =    529, tg =  58.02 t/s, tg_3s =  61.53 t/s
64.05.115.592 I slot print_timing: id  0 | task 59612 | n_gen =    706, tg =  58.14 t/s, tg_3s =  58.53 t/s
64.08.140.627 I slot print_timing: id  0 | task 59612 | n_gen =    878, tg =  57.89 t/s, tg_3s =  56.86 t/s
64.11.178.063 I slot print_timing: id  0 | task 59612 | n_gen =   1056, tg =  58.01 t/s, tg_3s =  58.60 t/s
64.14.216.601 I slot print_timing: id  0 | task 59612 | n_gen =   1229, tg =  57.85 t/s, tg_3s =  56.94 t/s
64.17.252.654 I slot print_timing: id  0 | task 59612 | n_gen =   1391, tg =  57.29 t/s, tg_3s =  53.36 t/s
64.20.298.685 I slot print_timing: id  0 | task 59612 | n_gen =   1572, tg =  57.53 t/s, tg_3s =  59.42 t/s
64.21.106.676 I slot print_timing: id  0 | task 59612 | prompt eval time =     250.27 ms /    82 tokens (    3.05 ms per token,   327.64 tokens per second)
64.21.106.683 I slot print_timing: id  0 | task 59612 |        eval time =   28116.31 ms /  1620 tokens (   17.37 ms per token,    57.58 tokens per second)
64.21.106.683 I slot print_timing: id  0 | task 59612 |       total time =   28366.58 ms /  1702 tokens
64.21.106.684 I slot print_timing: id  0 | task 59612 |    graphs reused =      57253
64.21.106.687 I slot print_timing: id  0 | task 59612 | draft acceptance = 0.85348 ( 1165 accepted /  1365 generated), mean len =  3.56
64.21.106.719 I slot      release: id  0 | task 59612 | stop processing: n_tokens = 1702, truncated = 0
64.21.109.363 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6561709939
64.21.109.582 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 323.203 MiB)
64.21.348.602 I slot launch_slot_: id  0 | task 60070 | processing task, is_child = 0
64.24.628.398 I slot print_timing: id  0 | task 60070 | n_gen =    192, tg =  63.32 t/s, tg_3s =  63.65 t/s
64.27.637.551 I slot print_timing: id  0 | task 60070 | n_gen =    372, tg =  61.57 t/s, tg_3s =  59.82 t/s
64.30.669.871 I slot print_timing: id  0 | task 60070 | n_gen =    561, tg =  61.82 t/s, tg_3s =  62.33 t/s
64.33.692.149 I slot print_timing: id  0 | task 60070 | n_gen =    736, tg =  60.84 t/s, tg_3s =  57.90 t/s
64.36.032.912 I slot print_timing: id  0 | task 60070 | prompt eval time =     263.15 ms /    93 tokens (    2.83 ms per token,   353.40 tokens per second)
64.36.032.920 I slot print_timing: id  0 | task 60070 |        eval time =   14421.12 ms /   870 tokens (   16.60 ms per token,    60.26 tokens per second)
64.36.032.921 I slot print_timing: id  0 | task 60070 |       total time =   14684.28 ms /   963 tokens
64.36.032.921 I slot print_timing: id  0 | task 60070 |    graphs reused =      57483
64.36.032.924 I slot print_timing: id  0 | task 60070 | draft acceptance = 0.90598 (  636 accepted /   702 generated), mean len =  3.72
64.36.032.957 I slot      release: id  0 | task 60070 | stop processing: n_tokens = 963, truncated = 0
64.36.035.623 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6576636176
64.36.035.768 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 486.813 MiB)
64.36.264.163 I slot launch_slot_: id  0 | task 60307 | processing task, is_child = 0
64.39.542.284 I slot print_timing: id  0 | task 60307 | n_gen =    176, tg =  58.06 t/s, tg_3s =  58.39 t/s
64.42.555.118 I slot print_timing: id  0 | task 60307 | n_gen =    364, tg =  60.23 t/s, tg_3s =  62.40 t/s
64.44.344.493 I slot print_timing: id  0 | task 60307 | prompt eval time =     263.81 ms /    94 tokens (    2.81 ms per token,   356.32 tokens per second)
64.44.344.500 I slot print_timing: id  0 | task 60307 |        eval time =    7816.49 ms /   475 tokens (   16.49 ms per token,    60.64 tokens per second)
64.44.344.501 I slot print_timing: id  0 | task 60307 |       total time =    8080.30 ms /   569 tokens
64.44.344.501 I slot print_timing: id  0 | task 60307 |    graphs reused =      57607
64.44.344.504 I slot print_timing: id  0 | task 60307 | draft acceptance = 0.91076 (  347 accepted /   381 generated), mean len =  3.73
64.44.344.537 I slot      release: id  0 | task 60307 | stop processing: n_tokens = 568, truncated = 0
64.44.347.144 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6584947756
64.44.347.241 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 398.522 MiB)
64.44.550.518 I slot launch_slot_: id  0 | task 60437 | processing task, is_child = 0
64.47.910.048 I slot print_timing: id  0 | task 60437 | n_gen =    174, tg =  57.34 t/s, tg_3s =  57.67 t/s
64.50.919.059 I slot print_timing: id  0 | task 60437 | n_gen =    346, tg =  57.25 t/s, tg_3s =  57.16 t/s
64.53.942.453 I slot print_timing: id  0 | task 60437 | n_gen =    534, tg =  58.90 t/s, tg_3s =  62.18 t/s
64.56.972.595 I slot print_timing: id  0 | task 60437 | n_gen =    720, tg =  59.52 t/s, tg_3s =  61.38 t/s
64.57.651.367 I slot print_timing: id  0 | task 60437 | prompt eval time =     342.47 ms /   137 tokens (    2.50 ms per token,   400.03 tokens per second)
64.57.651.374 I slot print_timing: id  0 | task 60437 |        eval time =   12758.34 ms /   758 tokens (   16.85 ms per token,    59.33 tokens per second)
64.57.651.375 I slot print_timing: id  0 | task 60437 |       total time =   13100.82 ms /   895 tokens
64.57.651.375 I slot print_timing: id  0 | task 60437 |    graphs reused =      57810
64.57.651.378 I slot print_timing: id  0 | task 60437 | draft acceptance = 0.88728 (  551 accepted /   621 generated), mean len =  3.66
64.57.651.413 I slot      release: id  0 | task 60437 | stop processing: n_tokens = 895, truncated = 0
64.57.654.171 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6598254633
64.57.843.702 I slot launch_slot_: id  0 | task 60647 | processing task, is_child = 0
65.01.131.828 I slot print_timing: id  0 | task 60647 | n_gen =    186, tg =  61.55 t/s, tg_3s =  61.88 t/s
65.04.140.284 I slot print_timing: id  0 | task 60647 | n_gen =    371, tg =  61.52 t/s, tg_3s =  61.49 t/s
65.07.160.219 I slot print_timing: id  0 | task 60647 | n_gen =    550, tg =  60.77 t/s, tg_3s =  59.27 t/s
65.10.194.595 I slot print_timing: id  0 | task 60647 | n_gen =    738, tg =  61.07 t/s, tg_3s =  61.96 t/s
65.13.231.533 I slot print_timing: id  0 | task 60647 | n_gen =    922, tg =  60.97 t/s, tg_3s =  60.59 t/s
65.16.262.487 I slot print_timing: id  0 | task 60647 | n_gen =   1105, tg =  60.87 t/s, tg_3s =  60.38 t/s
65.17.442.057 I slot print_timing: id  0 | task 60647 | prompt eval time =     282.40 ms /   108 tokens (    2.61 ms per token,   382.44 tokens per second)
65.17.442.064 I slot print_timing: id  0 | task 60647 |        eval time =   19315.92 ms /  1176 tokens (   16.44 ms per token,    60.83 tokens per second)
65.17.442.065 I slot print_timing: id  0 | task 60647 |       total time =   19598.32 ms /  1284 tokens
65.17.442.065 I slot print_timing: id  0 | task 60647 |    graphs reused =      58117
65.17.442.069 I slot print_timing: id  0 | task 60647 | draft acceptance = 0.91906 (  863 accepted /   939 generated), mean len =  3.76
65.17.442.105 I slot      release: id  0 | task 60647 | stop processing: n_tokens = 1284, truncated = 0
65.17.444.719 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6618045325
65.17.444.862 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 363.368 MiB)
65.17.471.426 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 342.334 MiB)
65.17.714.452 I slot launch_slot_: id  0 | task 60963 | processing task, is_child = 0
65.20.943.633 I slot print_timing: id  0 | task 60963 | n_gen =    163, tg =  53.98 t/s, tg_3s =  54.31 t/s
65.23.946.522 I slot print_timing: id  0 | task 60963 | n_gen =    338, tg =  56.13 t/s, tg_3s =  58.28 t/s
65.26.956.413 I slot print_timing: id  0 | task 60963 | n_gen =    489, tg =  54.14 t/s, tg_3s =  50.17 t/s
65.27.018.101 I slot print_timing: id  0 | task 60963 | prompt eval time =     228.07 ms /    57 tokens (    4.00 ms per token,   249.92 tokens per second)
65.27.018.107 I slot print_timing: id  0 | task 60963 |        eval time =    9075.55 ms /   490 tokens (   18.56 ms per token,    53.88 tokens per second)
65.27.018.108 I slot print_timing: id  0 | task 60963 |       total time =    9303.62 ms /   547 tokens
65.27.018.109 I slot print_timing: id  0 | task 60963 |    graphs reused =      58262
65.27.018.111 I slot print_timing: id  0 | task 60963 | draft acceptance = 0.77027 (  342 accepted /   444 generated), mean len =  3.31
65.27.018.143 I slot      release: id  0 | task 60963 | stop processing: n_tokens = 547, truncated = 0
65.27.020.849 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 6627621362
65.27.020.924 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 334.059 MiB)
65.27.216.738 I slot launch_slot_: id  0 | task 61114 | processing task, is_child = 0
